uid,p2overhead
unit.012777,0.029027
unit.012778,0.029167
unit.012779,0.028758
unit.012780,0.028807
unit.012781,0.02809
unit.012782,0.028574
unit.012783,0.028216
unit.012784,0.028328
unit.012785,0.086151
unit.012786,0.030555
unit.012787,0.03005
unit.012788,0.030793
unit.012789,0.03014
unit.012790,0.030363
unit.012791,0.029953
unit.012792,0.030101
unit.012793,0.128527
unit.012794,0.040597
unit.012795,0.040889
unit.012796,0.040519
unit.012797,0.039041
unit.012798,0.04028
unit.012799,0.038468
unit.012800,0.039429
unit.012801,0.03899
unit.012802,0.039413
unit.012803,0.039005
unit.012804,0.0393
unit.012805,0.098622
unit.012806,0.041397
unit.012807,0.040699
unit.012808,0.041094
unit.012809,0.04183
unit.012810,0.050194
unit.012811,0.039185
unit.012812,0.039459
unit.012813,0.039588
unit.012814,0.035302
unit.012815,0.036619
unit.012816,0.030053
unit.012817,0.033043
unit.012818,0.035484
unit.012819,0.033827
unit.012820,0.033468
unit.012821,0.033701
unit.012822,0.034506
unit.012823,0.040322
unit.012824,0.037152
unit.012825,0.038467
unit.012826,0.092566
unit.012827,0.042104
unit.012828,0.033304
unit.012829,0.036154
unit.012830,0.03379
unit.012831,0.03295
unit.012832,0.034
unit.012833,0.038662
unit.012834,0.110571
unit.012835,0.034865
unit.012836,0.034446
unit.012837,0.027749
unit.012838,0.030883
unit.012839,0.029421
unit.012840,0.029737
unit.012841,0.029929
unit.012842,0.029896
unit.012843,0.028875
unit.012844,0.029256
unit.012845,0.028048
unit.012846,0.085709
unit.012847,0.02799
unit.012848,0.031318
unit.012849,0.030556
unit.012850,0.031071
unit.012851,0.031414
unit.012852,0.03123
unit.012853,0.033918
unit.012854,0.030512
unit.012855,0.038061
unit.012856,0.0433
unit.012857,0.042775
unit.012858,0.052352
unit.012859,0.043723
unit.012860,0.043337
unit.012861,0.042407
unit.012862,0.041758
unit.012863,0.044774
unit.012864,0.043157
unit.012865,0.042455
unit.012866,0.04567
unit.012867,0.118006
unit.012868,0.042132
unit.012869,0.042853
unit.012870,0.042371
unit.012871,0.042823
unit.012872,0.041106
unit.012873,0.043388
unit.012874,0.047494
unit.012875,0.111278
unit.012876,0.031896
unit.012877,0.029927
unit.012878,0.029597
unit.012879,0.038485
unit.012880,0.038246
unit.012881,0.037461
unit.012882,0.028108
unit.012883,0.03732
unit.012884,0.027401
unit.012885,0.031335
unit.012886,0.029927
unit.012887,0.086688
unit.012888,0.027289
unit.012889,0.030017
unit.012890,0.030589
unit.012891,0.030007
unit.012892,0.030184
unit.012893,0.030576
unit.012894,0.031206
unit.012895,0.029172
unit.012896,0.036303
unit.012897,0.042642
unit.012898,0.042578
unit.012899,0.041559
unit.012900,0.055916
unit.012901,0.043298
unit.012902,0.04199
unit.012903,0.041142
unit.012904,0.041907
unit.012905,0.042177
unit.012906,0.041503
unit.012907,0.041654
unit.012908,0.130006
unit.012909,0.041239
unit.012910,0.041689
unit.012911,0.041647
unit.012912,0.043286
unit.012913,0.041294
unit.012914,0.049483
unit.012915,0.041957
unit.012916,0.110199
unit.012917,0.037634
unit.012918,0.036603
unit.012919,0.031126
unit.012920,0.029085
unit.012921,0.027991
unit.012922,0.031327
unit.012923,0.028217
unit.012924,0.029618
unit.012925,0.028855
unit.012926,0.030548
unit.012927,0.034351
unit.012928,0.082463
unit.012929,0.028198
unit.012930,0.030445
unit.012931,0.02999
unit.012932,0.027634
unit.012933,0.030239
unit.012934,0.030155
unit.012935,0.031277
unit.012936,0.02964
unit.012937,0.039738
unit.012938,0.042817
unit.012939,0.042659
unit.012940,0.042182
unit.012941,0.041997
unit.012942,0.045329
unit.012943,0.041903
unit.012944,0.042246
unit.012945,0.042563
unit.012946,0.043385
unit.012947,0.042819
unit.012948,0.043245
unit.012949,0.14848
unit.012950,0.042613
unit.012951,0.042247
unit.012952,0.044858
unit.012953,0.042462
unit.012954,0.041356
unit.012955,0.044521
unit.012956,0.043168
unit.012957,0.117265
unit.012958,0.04207
unit.012959,0.039359
unit.012960,0.040771
unit.012961,0.040666
unit.012962,0.040157
unit.012963,0.039546
unit.012964,0.039331
unit.012965,0.041012
unit.012966,0.03903
unit.012967,0.039175
unit.012968,0.039544
unit.012969,0.210543
unit.012970,0.07497
unit.012971,0.040848
unit.012972,0.039213
unit.012973,0.038619
unit.012974,0.038341
unit.012975,0.039132
unit.012976,0.05005
unit.012977,0.047433
unit.012978,0.033821
unit.012979,0.029218
unit.012980,0.029159
unit.012981,0.029369
unit.012982,0.02841
unit.012983,0.029361
unit.012984,0.02885
unit.012985,0.029192
unit.012986,0.028959
unit.012987,0.028729
unit.012988,0.027855
unit.012989,0.028503
unit.012990,0.097018
unit.012991,0.03062
unit.012992,0.029734
unit.012993,0.030237
unit.012994,0.030178
unit.012995,0.030071
unit.012996,0.029832
unit.012997,0.030656
unit.012998,0.074113
unit.012999,0.028674
unit.013000,0.030563
unit.013001,0.029245
unit.013002,0.03014
unit.013003,0.027684
unit.013004,0.029607
unit.013005,0.028897
unit.013006,0.030273
unit.013007,0.029796
unit.013008,0.030479
unit.013009,0.035832
unit.013010,0.112379
unit.013011,0.035777
unit.013012,0.034276
unit.013013,0.037049
unit.013014,0.033756
unit.013015,0.037949
unit.013016,0.038399
unit.013017,0.039096
unit.013018,0.037527
unit.013019,0.036889
unit.013020,0.041573
unit.013021,0.042511
unit.013022,0.042909
unit.013023,0.042985
unit.013024,0.042437
unit.013025,0.042628
unit.013026,0.04262
unit.013027,0.042024
unit.013028,0.04278
unit.013029,0.04192
unit.013030,0.042911
unit.013031,0.143344
unit.013032,0.04367
unit.013033,0.042828
unit.013034,0.044807
unit.013035,0.042529
unit.013036,0.042409
unit.013037,0.041385
unit.013038,0.041841
unit.013039,0.090895
unit.013040,0.028714
unit.013041,0.030776
unit.013042,0.030834
unit.013043,0.030432
unit.013044,0.034189
unit.013045,0.031297
unit.013046,0.030664
unit.013047,0.030807
unit.013048,0.02897
unit.013049,0.027907
unit.013050,0.030675
unit.013051,0.119789
unit.013052,0.028413
unit.013053,0.031639
unit.013054,0.030567
unit.013055,0.031348
unit.013056,0.030758
unit.013057,0.030696
unit.013058,0.030957
unit.013059,0.030396
unit.013060,0.0375
unit.013061,0.04166
unit.013062,0.041842
unit.013063,0.041923
unit.013064,0.047789
unit.013065,0.041791
unit.013066,0.041538
unit.013067,0.041823
unit.013068,0.041592
unit.013069,0.04703
unit.013070,0.041782
unit.013071,0.047483
unit.013072,0.142169
unit.013073,0.049154
unit.013074,0.041411
unit.013075,0.045779
unit.013076,0.049535
unit.013077,0.041817
unit.013078,0.046356
unit.013079,0.045091
unit.013080,0.107644
unit.013081,0.027998
unit.013082,0.031975
unit.013083,0.028636
unit.013084,0.029504
unit.013085,0.02889
unit.013086,0.037835
unit.013087,0.02692
unit.013088,0.028837
unit.013089,0.036531
unit.013090,0.027561
unit.013091,0.029134
unit.013092,0.105463
unit.013093,0.028199
unit.013094,0.031886
unit.013095,0.030781
unit.013096,0.030305
unit.013097,0.029951
unit.013098,0.029552
unit.013099,0.030327
unit.013100,0.030124
unit.013101,0.040059
unit.013102,0.042361
unit.013103,0.044587
unit.013104,0.041539
unit.013105,0.04216
unit.013106,0.041181
unit.013107,0.041608
unit.013108,0.051461
unit.013109,0.043998
unit.013110,0.04653
unit.013111,0.042366
unit.013112,0.043335
unit.013113,0.141194
unit.013114,0.04093
unit.013115,0.041636
unit.013116,0.04241
unit.013117,0.05379
unit.013118,0.041697
unit.013119,0.050726
unit.013120,0.04188
unit.013121,0.116864
unit.013122,0.045208
unit.013123,0.041538
unit.013124,0.041394
unit.013125,0.040726
unit.013126,0.042795
unit.013127,0.039824
unit.013128,0.040366
unit.013129,0.042911
unit.013130,0.040592
unit.013131,0.040943
unit.013132,0.041206
unit.013133,0.110815
unit.013134,0.04065
unit.013135,0.040278
unit.013136,0.040505
unit.013137,0.040129
unit.013138,0.040641
unit.013139,0.040458
unit.013140,0.04084
unit.013141,0.040557
unit.013142,0.035822
unit.013143,0.030278
unit.013144,0.030216
unit.013145,0.030115
unit.013146,0.029552
unit.013147,0.029937
unit.013148,0.029685
unit.013149,0.029959
unit.013150,0.029734
unit.013151,0.029522
unit.013152,0.029148
unit.013153,0.028882
unit.013154,0.082051
unit.013155,0.03149
unit.013156,0.031258
unit.013157,0.031592
unit.013158,0.03507
unit.013159,0.031075
unit.013160,0.030889
unit.013161,0.032041
unit.013162,0.11399
unit.013163,0.041189
unit.013164,0.04177
unit.013165,0.041707
unit.013166,0.040041
unit.013167,0.040032
unit.013168,0.03987
unit.013169,0.040151
unit.013170,0.039258
unit.013171,0.04395
unit.013172,0.040558
unit.013173,0.0402
unit.013174,0.111529
unit.013175,0.040105
unit.013176,0.040044
unit.013177,0.040065
unit.013178,0.039208
unit.013179,0.039556
unit.013180,0.040061
unit.013181,0.040412
unit.013182,0.039989
unit.013183,0.034284
unit.013184,0.031459
unit.013185,0.029598
unit.013186,0.02971
unit.013187,0.029977
unit.013188,0.029521
unit.013189,0.029201
unit.013190,0.029344
unit.013191,0.02985
unit.013192,0.029541
unit.013193,0.029133
unit.013194,0.028879
unit.013195,0.093815
unit.013196,0.030845
unit.013197,0.03142
unit.013198,0.031419
unit.013199,0.031062
unit.013200,0.030535
unit.013201,0.030758
unit.013202,0.031392
unit.013203,0.122438
unit.013204,0.041089
unit.013205,0.041166
unit.013206,0.041305
unit.013207,0.041047
unit.013208,0.039851
unit.013209,0.039825
unit.013210,0.039994
unit.013211,0.047828
unit.013212,0.039791
unit.013213,0.040621
unit.013214,0.040552
unit.013215,0.131626
unit.013216,0.040356
unit.013217,0.050874
unit.013218,0.04407
unit.013219,0.039892
unit.013220,0.047382
unit.013221,0.039987
unit.013222,0.04674
unit.013223,0.040416
unit.013224,0.045898
unit.013225,0.029892
unit.013226,0.029922
unit.013227,0.029553
unit.013228,0.032106
unit.013229,0.035111
unit.013230,0.029351
unit.013231,0.031675
unit.013232,0.032994
unit.013233,0.029259
unit.013234,0.03142
unit.013235,0.035208
unit.013236,0.101252
unit.013237,0.032637
unit.013238,0.030811
unit.013239,0.031125
unit.013240,0.032901
unit.013241,0.03349
unit.013242,0.03112
unit.013243,0.031478
unit.013244,0.09683
unit.013245,0.040692
unit.013246,0.041338
unit.013247,0.046442
unit.013248,0.040573
unit.013249,0.043876
unit.013250,0.040801
unit.013251,0.041646
unit.013252,0.040216
unit.013253,0.041657
unit.013254,0.042609
unit.013255,0.040113
unit.013256,0.127113
unit.013257,0.039463
unit.013258,0.03895
unit.013259,0.03928
unit.013260,0.040286
unit.013261,0.039429
unit.013262,0.039466
unit.013263,0.03936
unit.013264,0.039639
unit.013265,0.033561
unit.013266,0.032382
unit.013267,0.029151
unit.013268,0.029461
unit.013269,0.028945
unit.013270,0.029929
unit.013271,0.029382
unit.013272,0.029484
unit.013273,0.028626
unit.013274,0.028649
unit.013275,0.030585
unit.013276,0.030974
unit.013277,0.10391
unit.013278,0.030554
unit.013279,0.030429
unit.013280,0.030532
unit.013281,0.030337
unit.013282,0.03082
unit.013283,0.030895
unit.013284,0.030544
unit.013285,0.122816
unit.013286,0.030857
unit.013287,0.036752
unit.013288,0.028973
unit.013289,0.029514
unit.013290,0.028734
unit.013291,0.029533
unit.013292,0.028499
unit.013293,0.042364
unit.013294,0.030054
unit.013295,0.030636
unit.013296,0.040631
unit.013297,0.097827
unit.013298,0.033514
unit.013299,0.030809
unit.013300,0.031546
unit.013301,0.032703
unit.013302,0.031005
unit.013303,0.029875
unit.013304,0.033615
unit.013305,0.030428
unit.013306,0.036637
unit.013307,0.043116
unit.013308,0.042572
unit.013309,0.042074
unit.013310,0.041687
unit.013311,0.041697
unit.013312,0.041541
unit.013313,0.041369
unit.013314,0.041483
unit.013315,0.041959
unit.013316,0.041605
unit.013317,0.044302
unit.013318,0.184695
unit.013319,0.049438
unit.013320,0.044585
unit.013321,0.045648
unit.013322,0.041195
unit.013323,0.041575
unit.013324,0.041611
unit.013325,0.041813
unit.013326,0.098438
unit.013327,0.030103
unit.013328,0.030759
unit.013329,0.029488
unit.013330,0.030452
unit.013331,0.031338
unit.013332,0.029487
unit.013333,0.028504
unit.013334,0.028519
unit.013335,0.029407
unit.013336,0.030294
unit.013337,0.031122
unit.013338,0.092937
unit.013339,0.02824
unit.013340,0.031072
unit.013341,0.030572
unit.013342,0.029916
unit.013343,0.030158
unit.013344,0.030628
unit.013345,0.030557
unit.013346,0.030241
unit.013347,0.03872
unit.013348,0.042779
unit.013349,0.05044
unit.013350,0.042952
unit.013351,0.043373
unit.013352,0.043156
unit.013353,0.04525
unit.013354,0.042144
unit.013355,0.04259
unit.013356,0.042324
unit.013357,0.043294
unit.013358,0.044463
unit.013359,0.141932
unit.013360,0.042103
unit.013361,0.042564
unit.013362,0.042291
unit.013363,0.042229
unit.013364,0.042461
unit.013365,0.04182
unit.013366,0.04286
unit.013367,0.111751
unit.013368,0.031146
unit.013369,0.030558
unit.013370,0.028417
unit.013371,0.030183
unit.013372,0.028872
unit.013373,0.029647
unit.013374,0.029136
unit.013375,0.030472
unit.013376,0.036546
unit.013377,0.032024
unit.013378,0.030991
unit.013379,0.128068
unit.013380,0.029361
unit.013381,0.031158
unit.013382,0.03096
unit.013383,0.030909
unit.013384,0.040467
unit.013385,0.036133
unit.013386,0.041204
unit.013387,0.031347
unit.013388,0.038156
unit.013389,0.043905
unit.013390,0.0439
unit.013391,0.044168
unit.013392,0.043939
unit.013393,0.04381
unit.013394,0.043336
unit.013395,0.043604
unit.013396,0.045368
unit.013397,0.043611
unit.013398,0.042961
unit.013399,0.044082
unit.013400,0.180623
unit.013401,0.043676
unit.013402,0.045075
unit.013403,0.045379
unit.013404,0.046887
unit.013405,0.043852
unit.013406,0.044632
unit.013407,0.044794
unit.013408,0.085541
unit.013409,0.037349
unit.013410,0.045331
unit.013411,0.029514
unit.013412,0.032954
unit.013413,0.029048
unit.013414,0.030507
unit.013415,0.03141
unit.013416,0.029313
unit.013417,0.028733
unit.013418,0.030356
unit.013419,0.030369
unit.013420,0.083005
unit.013421,0.029225
unit.013422,0.031276
unit.013423,0.032797
unit.013424,0.03098
unit.013425,0.031133
unit.013426,0.030803
unit.013427,0.031288
unit.013428,0.030387
unit.013429,0.037155
unit.013430,0.043462
unit.013431,0.043012
unit.013432,0.041243
unit.013433,0.041535
unit.013434,0.042345
unit.013435,0.047923
unit.013436,0.043042
unit.013437,0.048782
unit.013438,0.042489
unit.013439,0.042248
unit.013440,0.053145
unit.013441,0.209376
unit.013442,0.071613
unit.013443,0.042054
unit.013444,0.052344
unit.013445,0.042296
unit.013446,0.043726
unit.013447,0.049204
unit.013448,0.042454
unit.013449,0.111374
unit.013450,0.028609
unit.013451,0.030531
unit.013452,0.027618
unit.013453,0.037952
unit.013454,0.028521
unit.013455,0.035382
unit.013456,0.028574
unit.013457,0.029256
unit.013458,0.035898
unit.013459,0.028367
unit.013460,0.030785
unit.013461,0.130921
unit.013462,0.035562
unit.013463,0.036646
unit.013464,0.0303
unit.013465,0.033887
unit.013466,0.030111
unit.013467,0.030665
unit.013468,0.035392
unit.013469,0.035596
unit.013470,0.044059
unit.013471,0.047043
unit.013472,0.041827
unit.013473,0.050364
unit.013474,0.042767
unit.013475,0.041951
unit.013476,0.042014
unit.013477,0.042823
unit.013478,0.041978
unit.013479,0.042146
unit.013480,0.043391
unit.013481,0.043362
unit.013482,0.144664
unit.013483,0.046779
unit.013484,0.041816
unit.013485,0.04189
unit.013486,0.041712
unit.013487,0.041371
unit.013488,0.041767
unit.013489,0.042354
unit.013490,0.120163
unit.013491,0.039745
unit.013492,0.040911
unit.013493,0.041239
unit.013494,0.041398
unit.013495,0.040776
unit.013496,0.040586
unit.013497,0.041589
unit.013498,0.039911
unit.013499,0.04169
unit.013500,0.040489
unit.013501,0.040705
unit.013502,0.204259
unit.013503,0.066989
unit.013504,0.041486
unit.013505,0.040757
unit.013506,0.045031
unit.013507,0.041418
unit.013508,0.041699
unit.013509,0.040927
unit.013510,0.041158
unit.013511,0.034174
unit.013512,0.031769
unit.013513,0.030159
unit.013514,0.030548
unit.013515,0.030228
unit.013516,0.031939
unit.013517,0.030341
unit.013518,0.030965
unit.013519,0.029452
unit.013520,0.029315
unit.013521,0.030109
unit.013522,0.030122
unit.013523,0.080198
unit.013524,0.030407
unit.013525,0.028893
unit.013526,0.029462
unit.013527,0.030147
unit.013528,0.031314
unit.013529,0.030945
unit.013530,0.03093
unit.013531,0.11546
unit.013532,0.029607
unit.013533,0.032437
unit.013534,0.02955
unit.013535,0.030135
unit.013536,0.028
unit.013537,0.02855
unit.013538,0.028453
unit.013539,0.035766
unit.013540,0.031309
unit.013541,0.030861
unit.013542,0.032236
unit.013543,0.10531
unit.013544,0.027907
unit.013545,0.031251
unit.013546,0.031574
unit.013547,0.030544
unit.013548,0.031706
unit.013549,0.030505
unit.013550,0.032374
unit.013551,0.03126
unit.013552,0.036894
unit.013553,0.04227
unit.013554,0.043461
unit.013555,0.044377
unit.013556,0.042926
unit.013557,0.043064
unit.013558,0.042429
unit.013559,0.042956
unit.013560,0.04293
unit.013561,0.043103
unit.013562,0.043857
unit.013563,0.043241
unit.013564,0.193509
unit.013565,0.050298
unit.013566,0.042132
unit.013567,0.042668
unit.013568,0.042009
unit.013569,0.04195
unit.013570,0.043224
unit.013571,0.044744
unit.013572,0.132427
unit.013573,0.029673
unit.013574,0.02934
unit.013575,0.027869
unit.013576,0.0297
unit.013577,0.028063
unit.013578,0.031837
unit.013579,0.030026
unit.013580,0.03044
unit.013581,0.037378
unit.013582,0.030451
unit.013583,0.030939
unit.013584,0.099042
unit.013585,0.031232
unit.013586,0.03152
unit.013587,0.031014
unit.013588,0.030357
unit.013589,0.030561
unit.013590,0.033306
unit.013591,0.030603
unit.013592,0.032735
unit.013593,0.036274
unit.013594,0.041608
unit.013595,0.043656
unit.013596,0.042009
unit.013597,0.041646
unit.013598,0.04173
unit.013599,0.04135
unit.013600,0.042248
unit.013601,0.041394
unit.013602,0.042576
unit.013603,0.041686
unit.013604,0.043746
unit.013605,0.117266
unit.013606,0.041553
unit.013607,0.041258
unit.013608,0.041309
unit.013609,0.043035
unit.013610,0.041508
unit.013611,0.041304
unit.013612,0.041416
unit.013613,0.124781
unit.013614,0.041204
unit.013615,0.041344
unit.013616,0.040912
unit.013617,0.040396
unit.013618,0.040865
unit.013619,0.040283
unit.013620,0.040208
unit.013621,0.040544
unit.013622,0.040755
unit.013623,0.047923
unit.013624,0.044743
unit.013625,0.195074
unit.013626,0.054788
unit.013627,0.048922
unit.013628,0.046435
unit.013629,0.0458
unit.013630,0.041939
unit.013631,0.043519
unit.013632,0.040403
unit.013633,0.04021
unit.013634,0.044284
unit.013635,0.037933
unit.013636,0.036151
unit.013637,0.033593
unit.013638,0.035942
unit.013639,0.030408
unit.013640,0.02895
unit.013641,0.030151
unit.013642,0.028926
unit.013643,0.029533
unit.013644,0.028345
unit.013645,0.029875
unit.013646,0.095713
unit.013647,0.031183
unit.013648,0.032357
unit.013649,0.031466
unit.013650,0.030666
unit.013651,0.030858
unit.013652,0.030655
unit.013653,0.031009
unit.013654,0.117977
unit.013655,0.030018
unit.013656,0.0305
unit.013657,0.042923
unit.013658,0.030544
unit.013659,0.028999
unit.013660,0.02963
unit.013661,0.032277
unit.013662,0.029529
unit.013663,0.035594
unit.013664,0.029132
unit.013665,0.030873
unit.013666,0.108597
unit.013667,0.028656
unit.013668,0.031414
unit.013669,0.03099
unit.013670,0.044625
unit.013671,0.030438
unit.013672,0.036193
unit.013673,0.030893
unit.013674,0.031148
unit.013675,0.03719
unit.013676,0.043577
unit.013677,0.044487
unit.013678,0.04353
unit.013679,0.043041
unit.013680,0.043854
unit.013681,0.043722
unit.013682,0.043497
unit.013683,0.042183
unit.013684,0.043459
unit.013685,0.04108
unit.013686,0.043314
unit.013687,0.139487
unit.013688,0.042787
unit.013689,0.042676
unit.013690,0.04352
unit.013691,0.041974
unit.013692,0.042895
unit.013693,0.044659
unit.013694,0.043258
unit.013695,0.11908
unit.013696,0.041771
unit.013697,0.041572
unit.013698,0.042029
unit.013699,0.041817
unit.013700,0.041127
unit.013701,0.041709
unit.013702,0.041914
unit.013703,0.046456
unit.013704,0.041071
unit.013705,0.041128
unit.013706,0.041405
unit.013707,0.186018
unit.013708,0.049394
unit.013709,0.042526
unit.013710,0.045945
unit.013711,0.040173
unit.013712,0.041163
unit.013713,0.040744
unit.013714,0.04158
unit.013715,0.043709
unit.013716,0.038447
unit.013717,0.031287
unit.013718,0.031015
unit.013719,0.034267
unit.013720,0.031091
unit.013721,0.030314
unit.013722,0.030918
unit.013723,0.031586
unit.013724,0.029326
unit.013725,0.032481
unit.013726,0.030763
unit.013727,0.030609
unit.013728,0.088478
unit.013729,0.031685
unit.013730,0.030814
unit.013731,0.03232
unit.013732,0.040406
unit.013733,0.031823
unit.013734,0.03262
unit.013735,0.031167
unit.013736,0.121333
unit.013737,0.029094
unit.013738,0.031575
unit.013739,0.029913
unit.013740,0.029584
unit.013741,0.028332
unit.013742,0.029852
unit.013743,0.027873
unit.013744,0.029385
unit.013745,0.029611
unit.013746,0.028509
unit.013747,0.029469
unit.013748,0.121783
unit.013749,0.028967
unit.013750,0.031688
unit.013751,0.031057
unit.013752,0.03391
unit.013753,0.03159
unit.013754,0.031923
unit.013755,0.030986
unit.013756,0.030635
unit.013757,0.036739
unit.013758,0.043077
unit.013759,0.041917
unit.013760,0.042075
unit.013761,0.043028
unit.013762,0.042892
unit.013763,0.042499
unit.013764,0.043019
unit.013765,0.04205
unit.013766,0.042373
unit.013767,0.042449
unit.013768,0.042233
unit.013769,0.184589
unit.013770,0.049618
unit.013771,0.044954
unit.013772,0.042129
unit.013773,0.042462
unit.013774,0.041981
unit.013775,0.042251
unit.013776,0.043163
unit.013777,0.126199
unit.013778,0.030241
unit.013779,0.031168
unit.013780,0.028225
unit.013781,0.03066
unit.013782,0.028782
unit.013783,0.031161
unit.013784,0.031501
unit.013785,0.030546
unit.013786,0.03001
unit.013787,0.03149
unit.013788,0.02918
unit.013789,0.088858
unit.013790,0.028652
unit.013791,0.031593
unit.013792,0.031108
unit.013793,0.031126
unit.013794,0.033637
unit.013795,0.031474
unit.013796,0.030987
unit.013797,0.034692
unit.013798,0.038817
unit.013799,0.044195
unit.013800,0.045322
unit.013801,0.043651
unit.013802,0.044106
unit.013803,0.043674
unit.013804,0.043944
unit.013805,0.04436
unit.013806,0.045179
unit.013807,0.04343
unit.013808,0.052787
unit.013809,0.044829
unit.013810,0.14251
unit.013811,0.04577
unit.013812,0.044557
unit.013813,0.044125
unit.013814,0.044435
unit.013815,0.0443
unit.013816,0.04395
unit.013817,0.046735
unit.013818,0.121908
unit.013819,0.028643
unit.013820,0.031459
unit.013821,0.030185
unit.013822,0.030595
unit.013823,0.029128
unit.013824,0.030299
unit.013825,0.031407
unit.013826,0.03003
unit.013827,0.030172
unit.013828,0.028821
unit.013829,0.030339
unit.013830,0.120099
unit.013831,0.030127
unit.013832,0.039681
unit.013833,0.038442
unit.013834,0.039335
unit.013835,0.040448
unit.013836,0.03065
unit.013837,0.03705
unit.013838,0.030563
unit.013839,0.037802
unit.013840,0.043243
unit.013841,0.04398
unit.013842,0.043139
unit.013843,0.043381
unit.013844,0.045193
unit.013845,0.043399
unit.013846,0.044074
unit.013847,0.043608
unit.013848,0.043102
unit.013849,0.043933
unit.013850,0.043693
unit.013851,0.188161
unit.013852,0.050449
unit.013853,0.043773
unit.013854,0.043778
unit.013855,0.041802
unit.013856,0.042356
unit.013857,0.044853
unit.013858,0.042537
unit.013859,0.42458
unit.013860,0.310416
unit.013861,0.173405
unit.013862,0.037414
unit.013863,0.031849
unit.013864,0.031369
unit.013865,0.029418
unit.013866,0.033621
unit.013867,0.031832
unit.013868,0.031893
unit.013869,0.032696
unit.013870,0.030433
unit.013871,0.096531
unit.013872,0.029457
unit.013873,0.032578
unit.013874,0.032514
unit.013875,0.031596
unit.013876,0.032014
unit.013877,0.030107
unit.013878,0.031254
unit.013879,0.031382
unit.013880,0.038542
unit.013881,0.045589
unit.013882,0.044849
unit.013883,0.04499
unit.013884,0.045141
unit.013885,0.04498
unit.013886,0.044352
unit.013887,0.050128
unit.013888,0.049574
unit.013889,0.045567
unit.013890,0.04623
unit.013891,0.045282
unit.013892,0.144341
unit.013893,0.045263
unit.013894,0.044817
unit.013895,0.0506
unit.013896,0.044105
unit.013897,0.045591
unit.013898,0.044649
unit.013899,0.044253
unit.013900,0.132779
unit.013901,0.048139
unit.013902,0.048607
unit.013903,0.041496
unit.013904,0.048711
unit.013905,0.047965
unit.013906,0.04317
unit.013907,0.041072
unit.013908,0.041147
unit.013909,0.041966
unit.013910,0.041193
unit.013911,0.041107
unit.013912,0.117435
unit.013913,0.042083
unit.013914,0.043271
unit.013915,0.040137
unit.013916,0.040375
unit.013917,0.040628
unit.013918,0.041183
unit.013919,0.041283
unit.013920,0.041144
unit.013921,0.034899
unit.013922,0.031233
unit.013923,0.030427
unit.013924,0.029875
unit.013925,0.03112
unit.013926,0.029939
unit.013927,0.030237
unit.013928,0.028475
unit.013929,0.030242
unit.013930,0.031141
unit.013931,0.032421
unit.013932,0.032655
unit.013933,0.09841
unit.013934,0.032418
unit.013935,0.033227
unit.013936,0.031851
unit.013937,0.031956
unit.013938,0.031574
unit.013939,0.031195
unit.013940,0.031761
unit.013941,0.104451
unit.013942,0.030693
unit.013943,0.032401
unit.013944,0.029096
unit.013945,0.031227
unit.013946,0.030984
unit.013947,0.031982
unit.013948,0.03
unit.013949,0.029525
unit.013950,0.030096
unit.013951,0.029176
unit.013952,0.030194
unit.013953,0.127702
unit.013954,0.031825
unit.013955,0.033195
unit.013956,0.032284
unit.013957,0.038878
unit.013958,0.032064
unit.013959,0.031506
unit.013960,0.032045
unit.013961,0.03216
unit.013962,0.038537
unit.013963,0.045162
unit.013964,0.045886
unit.013965,0.044221
unit.013966,0.043493
unit.013967,0.043961
unit.013968,0.044302
unit.013969,0.04439
unit.013970,0.044263
unit.013971,0.044569
unit.013972,0.0444
unit.013973,0.043686
unit.013974,0.120006
unit.013975,0.044722
unit.013976,0.044446
unit.013977,0.044514
unit.013978,0.04351
unit.013979,0.044591
unit.013980,0.044026
unit.013981,0.045452
unit.013982,0.124692
unit.013983,0.033389
unit.013984,0.029923
unit.013985,0.031831
unit.013986,0.033133
unit.013987,0.028922
unit.013988,0.037676
unit.013989,0.02977
unit.013990,0.037394
unit.013991,0.034835
unit.013992,0.036483
unit.013993,0.036924
unit.013994,0.093484
unit.013995,0.032508
unit.013996,0.033203
unit.013997,0.034906
unit.013998,0.034974
unit.013999,0.033098
unit.014000,0.03233
unit.014001,0.040066
unit.014002,0.030855
unit.014003,0.039069
unit.014004,0.044926
unit.014005,0.045679
unit.014006,0.045803
unit.014007,0.045894
unit.014008,0.044962
unit.014009,0.045019
unit.014010,0.044768
unit.014011,0.045189
unit.014012,0.044104
unit.014013,0.046562
unit.014014,0.045748
unit.014015,0.116917
unit.014016,0.044529
unit.014017,0.04684
unit.014018,0.045457
unit.014019,0.04442
unit.014020,0.044333
unit.014021,0.04554
unit.014022,0.045812
unit.014023,0.141114
unit.014024,0.030389
unit.014025,0.033812
unit.014026,0.030469
unit.014027,0.031694
unit.014028,0.03258
unit.014029,0.032034
unit.014030,0.029671
unit.014031,0.031505
unit.014032,0.039091
unit.014033,0.033334
unit.014034,0.033392
unit.014035,0.177128
unit.014036,0.031266
unit.014037,0.033839
unit.014038,0.033236
unit.014039,0.033595
unit.014040,0.032359
unit.014041,0.032581
unit.014042,0.037216
unit.014043,0.032472
unit.014044,0.043794
unit.014045,0.052312
unit.014046,0.044438
unit.014047,0.048482
unit.014048,0.050742
